Entraineur,Autostart,Deferre,Gagnant,Record,Gain,Crack,Age,Place,Recul,Sexe,Distance,Driver,Hippodrome,Date 
OUI,NON,OUI,,MEDIUM,,OUI,NON,F,COURT,ROGER,HIPPO,NON,NON,DATE
NON,NON,OUI,,MEDIUM,,OUI,NON,F,COURT,SIMON,HIPPO,NON,NON,DATE
NON,NON,NON,,MEDIUM,,OUI,NON,F,COURT,NIVARD,HIPPO,OUI,NON,DATE
OUI,NON,OUI,,MEDIUM,,OUI,NON,F,COURT,DUVALDESTIN,HIPPO,NON,NON,DATE
NON,NON,OUI,,MEDIUM,,OUI,NON,F,COURT,VERBEECK,HIPPO,NON,OUI,DATE
OUI,NON,NON,,VIEUX,,OUI,NON,H,COURT,LANGEWEG JR.,HIPPO,NON,OUI,DATE
OUI,NON,OUI,,VIEUX,,OUI,NON,H,COURT,NIVARD,HIPPO,NON,NON,DATE
OUI,NON,OUI,,VIEUX,,OUI,NON,M,COURT,LENOIR,HIPPO,NON,NON,DATE
NON,NON,OUI,,VIEUX,,OUI,NON,H,COURT,ERNAULT,HIPPO,NON,NON,DATE
NON,NON,OUI,,VIEUX,,OUI,NON,F,COURT,BARRIER,HIPPO,OUI,NON,DATE
OUI,NON,NON,,MEDIUM,,OUI,NON,M,COURT,ALLARD,HIPPO,NON,OUI,DATE
OUI,NON,OUI,,MEDIUM,,OUI,NON,H,COURT,ROGER,HIPPO,NON,NON,DATE
NON,NON,OUI,,MEDIUM,,OUI,NON,M,COURT,NIVARD,HIPPO,OUI,NON,DATE
NON,NON,OUI,,MEDIUM,,OUI,NON,M,COURT,VERCRUYSSE,HIPPO,NON,NON,DATE
NON,NON,OUI,,MEDIUM,,OUI,NON,M,COURT,OUVRIE,HIPPO,NON,NON,DATE
NON,NON,OUI,OUI,VIEUX,NON,OUI,NON,H,COURT,VERCRUYSSE,HIPPO,NON,OUI,DATE
NON,NON,OUI,OUI,VIEUX,OUI,OUI,NON,M,COURT,RAFFIN,HIPPO,NON,NON,DATE
NON,NON,OUI,OUI,MEDIUM,NON,OUI,NON,M,COURT,NIVARD,HIPPO,NON,OUI,DATE
OUI,NON,OUI,OUI,MEDIUM,NON,OUI,NON,H,COURT,DAUVERNE,HIPPO,NON,NON,DATE
OUI,NON,OUI,NON,VIEUX,NON,OUI,NON,M,COURT,SIONNEAU,HIPPO,OUI,NON,DATE
OUI,NON,NON,OUI,MEDIUM,NON,OUI,NON,H,COURT,MARTENS,HIPPO,NON,OUI,DATE
NON,NON,OUI,NON,MEDIUM,NON,OUI,NON,H,COURT,MARIONVAL,HIPPO,NON,NON,DATE
NON,NON,OUI,OUI,MEDIUM,NON,OUI,NON,H,COURT,BAZIRE,HIPPO,NON,NON,DATE
OUI,NON,OUI,OUI,MEDIUM,NON,OUI,NON,H,COURT,LAMY,HIPPO,NON,NON,DATE
OUI,NON,OUI,OUI,MEDIUM,NON,OUI,NON,H,COURT,DUVALDESTIN,HIPPO,OUI,NON,DATE
NON,NON,OUI,OUI,MEDIUM,OUI,OUI,NON,M,COURT,RAFFIN,HIPPO,NON,OUI,DATE
NON,NON,NON,NON,MEDIUM,NON,OUI,NON,H,COURT,DE GENOUILLAC,HIPPO,NON,NON,DATE
NON,NON,OUI,OUI,MEDIUM,NON,OUI,NON,H,COURT,BAZIRE,HIPPO,NON,NON,DATE
NON,NON,OUI,NON,MEDIUM,NON,OUI,NON,F,COURT,OUVRIE,HIPPO,NON,NON,DATE
NON,NON,OUI,OUI,MEDIUM,NON,OUI,NON,H,COURT,LOCQUENEUX,HIPPO,OUI,NON,DATE
NON,NON,OUI,OUI,MEDIUM,NON,OUI,NON,M,COURT,BAZIRE,HIPPO,NON,NON,DATE
NON,NON,NON,OUI,MEDIUM,NON,OUI,NON,F,COURT,RAFFIN,HIPPO,NON,NON,DATE
OUI,NON,OUI,OUI,MEDIUM,NON,OUI,NON,H,COURT,MARTENS,HIPPO,NON,NON,DATE
NON,NON,OUI,NON,MEDIUM,NON,OUI,NON,M,COURT,GELORMINI,HIPPO,NON,OUI,DATE
OUI,NON,OUI,NON,MEDIUM,NON,OUI,NON,F,COURT,VERVA,HIPPO,OUI,NON,DATE
OUI,NON,NON,OUI,JEUNE,NON,OUI,NON,H,COURT,BAZIRE,HIPPO,NON,NON,DATE
NON,NON,NON,OUI,JEUNE,NON,OUI,NON,M,COURT,VERCRUYSSE,HIPPO,NON,OUI,DATE
NON,NON,NON,NON,JEUNE,NON,OUI,NON,M,COURT,BAKKER,HIPPO,NON,NON,DATE
NON,NON,NON,OUI,JEUNE,NON,OUI,NON,H,COURT,LANGLOIS,HIPPO,NON,NON,DATE
NON,NON,NON,OUI,JEUNE,NON,OUI,NON,M,COURT,NIVARD,HIPPO,OUI,NON,DATE
NON,NON,OUI,,MEDIUM,,OUI,NON,H,COURT,LE BELLER,HIPPO,NON,OUI,DATE
NON,NON,NON,,MEDIUM,,OUI,NON,M,COURT,NIVARD,HIPPO,NON,NON,DATE
OUI,NON,NON,,MEDIUM,,OUI,NON,H,COURT,LARUE,HIPPO,NON,NON,DATE
OUI,NON,OUI,,MEDIUM,,OUI,NON,H,COURT,DUVALDESTIN,HIPPO,NON,NON,DATE
NON,NON,NON,,MEDIUM,,OUI,NON,M,COURT,PRAT,HIPPO,OUI,NON,DATE
NON,NON,OUI,,VIEUX,,OUI,NON,M,COURT,PITON,HIPPO,NON,NON,DATE
NON,NON,OUI,,VIEUX,,OUI,NON,M,COURT,ERNAULT,HIPPO,NON,NON,DATE
NON,NON,OUI,,VIEUX,,OUI,NON,M,COURT,NIVARD,HIPPO,NON,NON,DATE
OUI,NON,NON,,VIEUX,,OUI,NON,M,COURT,BIGEON,HIPPO,NON,NON,DATE
OUI,NON,NON,,VIEUX,,OUI,NON,M,COURT,DUBOIS,HIPPO,OUI,OUI,DATE
OUI,NON,OUI,,MEDIUM,,OUI,NON,F,COURT,DUBOIS,HIPPO,NON,NON,DATE
NON,NON,OUI,,MEDIUM,,OUI,NON,F,COURT,LE BELLER,HIPPO,OUI,NON,DATE
NON,NON,NON,,MEDIUM,,OUI,NON,F,COURT,MARY,HIPPO,NON,NON,DATE
NON,NON,OUI,,MEDIUM,,OUI,NON,F,COURT,NIVARD,HIPPO,NON,NON,DATE
OUI,NON,OUI,,MEDIUM,,OUI,NON,F,COURT,ANNE,HIPPO,NON,OUI,DATE
NON,NON,NON,,VIEUX,,OUI,NON,H,COURT,LOCQUENEUX,HIPPO,NON,NON,DATE
OUI,NON,NON,,VIEUX,,OUI,NON,M,COURT,DELACOUR,HIPPO,NON,NON,DATE
OUI,NON,OUI,,VIEUX,,OUI,NON,H,COURT,DUVALDESTIN,HIPPO,NON,OUI,DATE
OUI,NON,OUI,,VIEUX,,OUI,NON,H,COURT,LENOIR,HIPPO,NON,NON,DATE
OUI,NON,OUI,,VIEUX,,OUI,NON,M,COURT,LE BELLER,HIPPO,OUI,NON,DATE
NON,NON,OUI,,MEDIUM,,OUI,NON,H,COURT,NIVARD,HIPPO,NON,NON,DATE
NON,NON,OUI,,MEDIUM,,OUI,NON,M,COURT,BAUDRON,HIPPO,NON,NON,DATE
NON,NON,NON,,MEDIUM,,OUI,NON,H,COURT,ABRIVARD,HIPPO,NON,NON,DATE
NON,NON,OUI,,MEDIUM,,OUI,NON,M,COURT,LOCQUENEUX,HIPPO,OUI,OUI,DATE
NON,NON,OUI,,MEDIUM,,OUI,NON,M,COURT,DUBOIS,HIPPO,NON,NON,DATE
OUI,NON,OUI,,VIEUX,,OUI,NON,M,COURT,BIGEON,HIPPO,NON,OUI,DATE
NON,NON,OUI,,VIEUX,,OUI,NON,H,COURT,BAZIRE,HIPPO,NON,NON,DATE
NON,NON,OUI,,VIEUX,,OUI,NON,H,COURT,LEVESQUE,HIPPO,NON,NON,DATE
NON,NON,OUI,,VIEUX,,OUI,NON,H,COURT,LOCQUENEUX,HIPPO,NON,NON,DATE
OUI,NON,OUI,,VIEUX,,OUI,NON,F,COURT,ABRIVARD,HIPPO,OUI,NON,DATE
NON,NON,OUI,,MEDIUM,,OUI,NON,H,COURT,BARRIER,HIPPO,NON,NON,DATE
NON,NON,OUI,,MEDIUM,,OUI,NON,M,COURT,LEVESQUE,HIPPO,NON,NON,DATE
NON,NON,NON,,MEDIUM,,OUI,NON,M,COURT,CHANONAT,HIPPO,NON,NON,DATE
NON,NON,OUI,,MEDIUM,,OUI,NON,H,COURT,NIVARD,HIPPO,NON,NON,DATE
OUI,NON,OUI,,MEDIUM,,OUI,NON,H,COURT,MOTTIER,HIPPO,OUI,OUI,DATE
NON,NON,OUI,,MEDIUM,,OUI,NON,H,LONG,RAFFIN,HIPPO,OUI,NON,DATE
OUI,NON,OUI,,MEDIUM,,OUI,OUI,H,LONG,BAZIRE,HIPPO,NON,NON,DATE
NON,NON,OUI,,VIEUX,,OUI,OUI,F,LONG,LAMY,HIPPO,NON,NON,DATE
OUI,NON,NON,,VIEUX,,OUI,OUI,H,LONG,BONNE,HIPPO,NON,NON,DATE
NON,NON,NON,,MEDIUM,,OUI,OUI,F,LONG,GELORMINI,HIPPO,NON,OUI,DATE
OUI,NON,NON,,MEDIUM,,OUI,NON,H,COURT,DUVALDESTIN,HIPPO,NON,NON,DATE
NON,NON,NON,,MEDIUM,,OUI,NON,M,COURT,OUVRIE,HIPPO,NON,NON,DATE
NON,NON,NON,,MEDIUM,,OUI,NON,H,COURT,RAFFIN,HIPPO,NON,NON,DATE
NON,NON,NON,,MEDIUM,,OUI,NON,H,COURT,ABRIVARD,HIPPO,NON,NON,DATE
NON,NON,NON,,MEDIUM,,OUI,NON,H,COURT,LEBOURGEOIS,HIPPO,OUI,OUI,DATE
NON,NON,OUI,,MEDIUM,,OUI,NON,M,COURT,BAZIRE,HIPPO,OUI,NON,DATE
OUI,NON,OUI,,MEDIUM,,OUI,NON,M,COURT,MOLLO,HIPPO,NON,NON,DATE
NON,NON,NON,,MEDIUM,,OUI,NON,F,COURT,D'HAENENS,HIPPO,NON,NON,DATE
OUI,NON,OUI,,MEDIUM,,OUI,NON,F,COURT,ROGER,HIPPO,NON,OUI,DATE
OUI,NON,OUI,,MEDIUM,,OUI,NON,H,COURT,ERNAULT,HIPPO,NON,NON,DATE
NON,NON,OUI,,MEDIUM,,OUI,NON,M,COURT,VERCRUYSSE,HIPPO,OUI,NON,DATE
OUI,NON,NON,,MEDIUM,,OUI,NON,H,COURT,ROUSSEL,HIPPO,NON,NON,DATE
OUI,NON,OUI,,MEDIUM,,OUI,NON,H,COURT,ABRIVARD,HIPPO,NON,NON,DATE
NON,NON,OUI,,MEDIUM,,OUI,NON,M,COURT,PITON,HIPPO,NON,NON,DATE
NON,NON,NON,,MEDIUM,,OUI,NON,H,COURT,THOMAIN,HIPPO,NON,OUI,DATE
NON,OUI,NON,,VIEUX,,OUI,NON,H,COURT,BARRIER,HIPPO,NON,NON,DATE
OUI,OUI,NON,,VIEUX,,OUI,NON,M,COURT,ABRIVARD,HIPPO,OUI,OUI,DATE
OUI,OUI,OUI,,VIEUX,,OUI,NON,F,COURT,DAUGEARD,HIPPO,NON,NON,DATE
NON,OUI,OUI,,VIEUX,,OUI,OUI,M,COURT,DUBOIS,HIPPO,NON,NON,DATE
OUI,OUI,OUI,,VIEUX,,OUI,OUI,H,COURT,LUGAUER,HIPPO,NON,NON,DATE
NON,NON,OUI,,MEDIUM,,OUI,NON,F,COURT,BAZIRE,HIPPO,NON,NON,DATE
OUI,NON,OUI,,MEDIUM,,OUI,NON,F,COURT,VERVA,HIPPO,NON,NON,DATE
OUI,NON,NON,,MEDIUM,,OUI,NON,F,COURT,DAUGEARD,HIPPO,NON,NON,DATE
OUI,NON,OUI,,MEDIUM,,OUI,NON,F,COURT,ABRIVARD,HIPPO,NON,NON,DATE
NON,NON,NON,,MEDIUM,,OUI,NON,F,COURT,RAFFIN,HIPPO,OUI,OUI,DATE
OUI,NON,OUI,,VIEUX,,OUI,NON,H,LONG,DUPUIS,HIPPO,NON,NON,DATE
OUI,NON,OUI,,VIEUX,,OUI,NON,H,LONG,LANNOO,HIPPO,NON,NON,DATE
OUI,NON,OUI,,VIEUX,,OUI,NON,H,LONG,RAFFEGEAU,HIPPO,OUI,NON,DATE
OUI,NON,OUI,,VIEUX,,OUI,OUI,H,LONG,BAZIRE,HIPPO,NON,NON,DATE
NON,NON,OUI,,VIEUX,,OUI,OUI,H,LONG,ABRIVARD,HIPPO,NON,OUI,DATE
OUI,NON,NON,,MEDIUM,,OUI,NON,M,COURT,VAN EECKHAUTE,HIPPO,NON,OUI,DATE
NON,NON,OUI,,MEDIUM,,OUI,NON,M,COURT,DUBOIS,HIPPO,NON,NON,DATE
NON,NON,OUI,,MEDIUM,,OUI,NON,H,COURT,ROBIN,HIPPO,NON,NON,DATE
NON,NON,OUI,,MEDIUM,,OUI,NON,H,COURT,RAFFIN,HIPPO,NON,NON,DATE
NON,NON,NON,,MEDIUM,,OUI,NON,H,COURT,BAZIRE,HIPPO,OUI,NON,DATE
OUI,NON,OUI,,VIEUX,,OUI,NON,F,COURT,NIVARD,HIPPO,NON,NON,DATE
NON,NON,OUI,,VIEUX,,OUI,NON,M,COURT,DUBOIS,HIPPO,NON,NON,DATE
OUI,NON,NON,,VIEUX,,OUI,NON,H,COURT,BIGEON,HIPPO,NON,OUI,DATE
NON,NON,OUI,,VIEUX,,OUI,NON,H,COURT,BAZIRE,HIPPO,NON,NON,DATE
OUI,NON,OUI,,VIEUX,,OUI,NON,F,COURT,DUBOIS,HIPPO,OUI,NON,DATE
OUI,NON,OUI,,MEDIUM,,OUI,NON,F,COURT,DUBOIS,HIPPO,NON,NON,DATE
OUI,NON,OUI,,MEDIUM,,OUI,NON,F,COURT,BAZIRE,HIPPO,NON,NON,DATE
NON,NON,OUI,,MEDIUM,,OUI,NON,F,COURT,NIVARD,HIPPO,NON,NON,DATE
OUI,NON,OUI,,MEDIUM,,OUI,NON,F,COURT,ANNE,HIPPO,OUI,NON,DATE
OUI,NON,OUI,,MEDIUM,,OUI,NON,F,COURT,LEVESQUE,HIPPO,NON,OUI,DATE
NON,NON,OUI,,VIEUX,,OUI,NON,F,COURT,VERCRUYSSE,HIPPO,NON,OUI,DATE
NON,NON,OUI,,VIEUX,,OUI,NON,F,COURT,NIVARD,HIPPO,NON,NON,DATE
OUI,NON,OUI,,VIEUX,,OUI,NON,F,COURT,DUVALDESTIN,HIPPO,NON,NON,DATE
OUI,NON,OUI,,VIEUX,,OUI,NON,F,COURT,SMORGON,HIPPO,NON,NON,DATE
OUI,NON,OUI,,VIEUX,,OUI,NON,F,COURT,ROGER,HIPPO,OUI,NON,DATE
NON,NON,OUI,,MEDIUM,,OUI,NON,H,COURT,PITON,HIPPO,OUI,NON,DATE
NON,NON,OUI,,MEDIUM,,OUI,NON,M,COURT,BAZIRE,HIPPO,NON,NON,DATE
OUI,NON,OUI,,MEDIUM,,OUI,NON,M,COURT,BAUDRON,HIPPO,NON,NON,DATE
OUI,NON,OUI,,MEDIUM,,OUI,NON,M,COURT,DUVALDESTIN,HIPPO,NON,OUI,DATE
NON,NON,OUI,,MEDIUM,,OUI,NON,M,COURT,RAFFIN,HIPPO,NON,NON,DATE
OUI,NON,OUI,,VIEUX,,OUI,NON,H,COURT,LARUE,HIPPO,NON,NON,DATE
NON,NON,OUI,,VIEUX,,OUI,NON,H,COURT,DUBOIS,HIPPO,NON,OUI,DATE
NON,NON,OUI,,VIEUX,,OUI,NON,H,COURT,LOCQUENEUX,HIPPO,NON,NON,DATE
NON,NON,OUI,,VIEUX,,OUI,NON,H,COURT,BAZIRE,HIPPO,NON,OUI,DATE
NON,NON,OUI,,VIEUX,,OUI,NON,H,COURT,VERBEECK,HIPPO,OUI,OUI,DATE
OUI,NON,OUI,,VIEUX,,OUI,NON,M,COURT,ABRIVARD,HIPPO,OUI,NON,DATE
NON,NON,OUI,,VIEUX,,OUI,NON,M,COURT,VERVA,HIPPO,NON,NON,DATE
NON,NON,NON,,VIEUX,,OUI,NON,M,COURT,NIVARD,HIPPO,NON,NON,DATE
NON,NON,OUI,,VIEUX,,OUI,NON,M,COURT,THOMAIN,HIPPO,NON,NON,DATE
NON,NON,OUI,,VIEUX,,OUI,NON,M,COURT,RAFFIN,HIPPO,NON,OUI,DATE
NON,OUI,OUI,,VIEUX,,OUI,NON,M,COURT,RAFFIN,HIPPO,OUI,NON,DATE
NON,OUI,OUI,,VIEUX,,OUI,NON,M,COURT,DUBOIS,HIPPO,NON,NON,DATE
OUI,OUI,NON,,VIEUX,,OUI,NON,M,COURT,THOMAS,HIPPO,NON,NON,DATE
OUI,OUI,OUI,,VIEUX,,OUI,OUI,F,COURT,NIVARD,HIPPO,NON,NON,DATE
OUI,OUI,NON,,VIEUX,,OUI,OUI,H,COURT,BIGEON,HIPPO,NON,OUI,DATE
NON,NON,OUI,,VIEUX,,OUI,NON,F,COURT,NIVARD,HIPPO,OUI,NON,DATE
NON,NON,NON,,VIEUX,,OUI,NON,F,COURT,RAFFIN,HIPPO,NON,NON,DATE
OUI,NON,NON,,VIEUX,,OUI,NON,F,COURT,VERVA,HIPPO,NON,NON,DATE
OUI,NON,NON,,VIEUX,,OUI,NON,F,COURT,BOSSUET,HIPPO,NON,NON,DATE
NON,NON,OUI,,VIEUX,,OUI,NON,F,COURT,MARTENS,HIPPO,NON,OUI,DATE
NON,NON,NON,,VIEUX,,OUI,NON,H,LONG,BONNE,HIPPO,NON,NON,DATE
NON,NON,NON,,VIEUX,,OUI,NON,H,LONG,RAFFIN,HIPPO,NON,NON,DATE
OUI,NON,OUI,,VIEUX,,OUI,NON,H,LONG,LANNOO,HIPPO,OUI,NON,DATE
NON,NON,OUI,,VIEUX,,OUI,OUI,H,LONG,VIET,HIPPO,NON,OUI,DATE
NON,NON,OUI,,VIEUX,,OUI,OUI,H,LONG,LOCQUENEUX,HIPPO,NON,NON,DATE
NON,NON,OUI,,MEDIUM,,OUI,NON,M,COURT,DUBOIS,HIPPO,NON,OUI,DATE
NON,NON,OUI,,MEDIUM,,OUI,NON,H,COURT,OUVRIE,HIPPO,NON,NON,DATE
NON,NON,OUI,,MEDIUM,,OUI,NON,H,COURT,VERBEECK,HIPPO,NON,NON,DATE
OUI,NON,OUI,,MEDIUM,,OUI,NON,H,COURT,DERIEUX,HIPPO,NON,NON,DATE
OUI,NON,OUI,,MEDIUM,,OUI,NON,H,COURT,BAUDRON,HIPPO,OUI,NON,DATE
NON,OUI,OUI,NON,MEDIUM,NON,OUI,NON,H,COURT,BRUNEAU,HIPPO,OUI,OUI,DATE
NON,OUI,OUI,NON,MEDIUM,NON,OUI,NON,H,COURT,POLI,HIPPO,NON,NON,DATE
NON,OUI,NON,NON,MEDIUM,NON,OUI,NON,H,COURT,VANDERSCHELDEN,HIPPO,NON,NON,DATE
OUI,OUI,OUI,OUI,MEDIUM,OUI,OUI,NON,H,COURT,DUVALDESTIN,HIPPO,NON,NON,DATE
NON,OUI,OUI,NON,MEDIUM,NON,OUI,OUI,H,COURT,JUNOD,HIPPO,NON,NON,DATE
NON,NON,NON,NON,JEUNE,NON,OUI,NON,F,COURT,ABRIVARD,HIPPO,NON,NON,DATE
OUI,NON,NON,NON,JEUNE,NON,OUI,NON,F,COURT,VAN EECKHAUTE,HIPPO,NON,NON,DATE
NON,NON,NON,OUI,JEUNE,NON,OUI,NON,F,COURT,THOMAIN,HIPPO,NON,OUI,DATE
NON,NON,NON,OUI,JEUNE,NON,OUI,NON,F,COURT,NIVARD,HIPPO,NON,NON,DATE
NON,NON,NON,NON,JEUNE,NON,OUI,NON,F,COURT,OUVRIE,HIPPO,OUI,NON,DATE
NON,OUI,OUI,NON,MEDIUM,NON,OUI,NON,H,COURT,DE JESUS REIS,HIPPO,OUI,NON,DATE
OUI,OUI,OUI,OUI,MEDIUM,NON,OUI,NON,H,COURT,VERVA,HIPPO,NON,NON,DATE
NON,OUI,OUI,OUI,MEDIUM,NON,OUI,NON,H,COURT,JOUVE,HIPPO,NON,NON,DATE
NON,OUI,OUI,NON,MEDIUM,NON,OUI,OUI,H,COURT,BAZIRE,HIPPO,NON,NON,DATE
NON,OUI,OUI,NON,MEDIUM,NON,OUI,OUI,H,COURT,VERCRUYSSE,HIPPO,NON,OUI,DATE
OUI,NON,NON,NON,JEUNE,NON,OUI,NON,H,COURT,MARY,HIPPO,OUI,NON,DATE
NON,NON,NON,,JEUNE,,OUI,NON,M,COURT,NIVARD,HIPPO,NON,NON,DATE
OUI,NON,NON,NON,JEUNE,NON,OUI,NON,H,COURT,LIGERON,HIPPO,NON,NON,DATE
NON,NON,NON,NON,JEUNE,NON,OUI,NON,H,COURT,VERBEECK,HIPPO,NON,NON,DATE
OUI,NON,NON,,JEUNE,,OUI,NON,H,COURT,BOIREAU,HIPPO,NON,OUI,DATE
NON,NON,OUI,OUI,MEDIUM,NON,OUI,NON,H,COURT,LOCQUENEUX,HIPPO,NON,OUI,DATE
NON,NON,OUI,OUI,MEDIUM,NON,OUI,NON,M,COURT,RAFFIN,HIPPO,NON,NON,DATE
NON,NON,NON,OUI,MEDIUM,NON,OUI,NON,M,COURT,NIVARD,HIPPO,NON,NON,DATE
OUI,NON,OUI,OUI,MEDIUM,NON,OUI,NON,M,COURT,ANNE,HIPPO,NON,NON,DATE
NON,NON,NON,OUI,MEDIUM,NON,OUI,NON,H,COURT,VAN EECKHAUTE,HIPPO,OUI,NON,DATE
NON,OUI,NON,OUI,MEDIUM,NON,OUI,NON,M,COURT,POREE,HIPPO,OUI,NON,DATE
NON,OUI,OUI,NON,MEDIUM,NON,OUI,NON,H,COURT,PITON,HIPPO,NON,NON,DATE
NON,OUI,OUI,OUI,MEDIUM,OUI,OUI,NON,F,COURT,AEBISCHER,HIPPO,NON,NON,DATE
NON,OUI,OUI,NON,VIEUX,NON,OUI,NON,H,COURT,JOFFROY,HIPPO,NON,NON,DATE
NON,OUI,OUI,OUI,MEDIUM,NON,OUI,NON,H,COURT,GRISEZ,HIPPO,NON,OUI,DATE
NON,NON,OUI,OUI,MEDIUM,OUI,NON,NON,H,LONG,POREE,HIPPO,NON,NON,DATE
NON,NON,OUI,NON,MEDIUM,NON,NON,NON,H,LONG,DIVARE,HIPPO,OUI,NON,DATE
NON,NON,OUI,OUI,MEDIUM,NON,NON,NON,F,LONG,MENARD,HIPPO,OUI,NON,DATE
NON,NON,OUI,OUI,MEDIUM,NON,OUI,OUI,H,LONG,BOUVIER,HIPPO,NON,OUI,DATE
NON,NON,OUI,NON,MEDIUM,NON,NON,OUI,F,LONG,BECHU,HIPPO,NON,NON,DATE
NON,NON,NON,NON,JEUNE,NON,NON,NON,M,COURT,GOOP,HIPPO,NON,NON,DATE
OUI,NON,NON,OUI,JEUNE,OUI,OUI,NON,M,COURT,BERGH,HIPPO,NON,NON,DATE
NON,NON,NON,NON,JEUNE,NON,NON,NON,M,COURT,RAFFIN,HIPPO,OUI,NON,DATE
NON,NON,NON,OUI,JEUNE,OUI,OUI,NON,M,COURT,BAKKER,HIPPO,NON,NON,DATE
NON,NON,NON,OUI,JEUNE,NON,NON,NON,M,COURT,MONCLIN,HIPPO,NON,OUI,DATE
NON,NON,NON,OUI,JEUNE,OUI,NON,NON,F,COURT,ANDREGHETTI,HIPPO,NON,NON,DATE
OUI,NON,NON,NON,JEUNE,OUI,NON,NON,F,COURT,VERCRUYSSE,HIPPO,OUI,NON,DATE
NON,NON,NON,OUI,JEUNE,NON,NON,NON,F,COURT,DUBOIS,HIPPO,NON,OUI,DATE
NON,NON,NON,NON,JEUNE,NON,NON,NON,F,COURT,ABRIVARD,HIPPO,NON,NON,DATE
NON,NON,NON,OUI,JEUNE,OUI,OUI,NON,F,COURT,GELORMINI,HIPPO,NON,OUI,DATE
OUI,NON,NON,OUI,JEUNE,NON,NON,NON,F,COURT,MONCLIN,HIPPO,NON,NON,DATE
NON,NON,NON,NON,JEUNE,NON,NON,NON,F,COURT,RAFFIN,HIPPO,NON,NON,DATE
NON,NON,OUI,OUI,JEUNE,NON,NON,NON,F,COURT,NIVARD,HIPPO,NON,NON,DATE
NON,NON,NON,OUI,JEUNE,NON,OUI,NON,F,COURT,THOMAIN,HIPPO,NON,OUI,DATE
OUI,NON,NON,OUI,JEUNE,NON,NON,NON,F,COURT,ABRIVARD,HIPPO,OUI,NON,DATE
NON,NON,OUI,NON,MEDIUM,NON,NON,NON,M,COURT,RAFFIN,HIPPO,NON,NON,DATE
NON,NON,OUI,OUI,MEDIUM,OUI,NON,NON,M,COURT,GELORMINI,HIPPO,NON,NON,DATE
OUI,NON,OUI,OUI,MEDIUM,NON,NON,NON,F,COURT,BAZIRE,HIPPO,OUI,NON,DATE
NON,NON,OUI,NON,MEDIUM,NON,NON,NON,F,COURT,THOMAIN,HIPPO,NON,OUI,DATE
NON,NON,OUI,OUI,MEDIUM,OUI,OUI,NON,M,COURT,NIVARD,HIPPO,NON,NON,DATE
NON,NON,NON,,VIEUX,,OUI,NON,M,COURT,ABRIVARD,HIPPO,NON,NON,DATE
NON,NON,OUI,,VIEUX,,OUI,NON,M,COURT,BAZIRE,HIPPO,NON,OUI,DATE
NON,NON,NON,,VIEUX,,OUI,NON,H,COURT,LOCQUENEUX,HIPPO,NON,NON,DATE
OUI,NON,NON,,VIEUX,,OUI,NON,H,COURT,RAFFIN,HIPPO,NON,NON,DATE
NON,NON,NON,,VIEUX,,OUI,NON,M,COURT,RAFFIN,HIPPO,OUI,NON,DATE
OUI,NON,NON,,VIEUX,,OUI,NON,F,COURT,OUVRIE,HIPPO,NON,OUI,DATE
OUI,NON,OUI,,VIEUX,,OUI,NON,F,COURT,BAZIRE,HIPPO,NON,NON,DATE
OUI,NON,OUI,,VIEUX,,OUI,NON,F,COURT,SMORGON,HIPPO,OUI,NON,DATE
NON,NON,NON,,VIEUX,,OUI,NON,F,COURT,VERCRUYSSE,HIPPO,NON,NON,DATE
OUI,NON,NON,,VIEUX,,OUI,NON,F,COURT,BAUDRON,HIPPO,NON,NON,DATE
OUI,NON,OUI,,VIEUX,,OUI,NON,F,LONG,ANNE,HIPPO,NON,NON,DATE
OUI,NON,OUI,,VIEUX,,OUI,NON,F,LONG,DAVID,HIPPO,NON,NON,DATE
NON,NON,NON,,VIEUX,,OUI,NON,F,LONG,VERBEECK,HIPPO,OUI,OUI,DATE
OUI,NON,OUI,,VIEUX,,OUI,NON,F,LONG,DUBOIS,HIPPO,NON,NON,DATE
NON,NON,OUI,,VIEUX,,OUI,OUI,F,LONG,NIVARD,HIPPO,NON,NON,DATE
OUI,NON,NON,,VIEUX,,OUI,NON,M,COURT,DUVALDESTIN,HIPPO,NON,NON,DATE
NON,NON,OUI,,VIEUX,,OUI,NON,M,COURT,NIVARD,HIPPO,NON,NON,DATE
OUI,NON,OUI,,VIEUX,,OUI,NON,M,COURT,WESTERINK,HIPPO,NON,OUI,DATE
OUI,NON,NON,,VIEUX,,OUI,NON,M,COURT,DUBOIS,HIPPO,NON,NON,DATE
NON,NON,NON,,VIEUX,,OUI,NON,M,COURT,VERBEECK,HIPPO,OUI,NON,DATE
NON,NON,OUI,,VIEUX,,OUI,NON,H,COURT,MASSCHAELE,HIPPO,NON,NON,DATE
NON,NON,NON,,VIEUX,,OUI,NON,H,COURT,THOMAIN,HIPPO,NON,OUI,DATE
OUI,NON,NON,,VIEUX,,OUI,NON,H,COURT,GODARD,HIPPO,NON,NON,DATE
OUI,NON,NON,,VIEUX,,OUI,NON,H,COURT,VERVA,HIPPO,NON,NON,DATE
OUI,NON,OUI,,VIEUX,,OUI,NON,H,COURT,BAZIRE,HIPPO,OUI,NON,DATE
OUI,OUI,OUI,,MEDIUM,,OUI,NON,F,COURT,TERRY,HIPPO,NON,NON,DATE
