Entraineur,Autostart,Deferre,Gagnant,Record,Gain,Crack,Age,Place,Recul,Sexe,Distance,Driver,Hippodrome,Date 
NON,OUI,OUI,,MEDIUM,,OUI,NON,H,COURT,BORDERIE,HIPPO,NON,NON,DATE
NON,OUI,OUI,,MEDIUM,,OUI,NON,M,COURT,DIEUDONNE,HIPPO,NON,NON,DATE
NON,OUI,OUI,,MEDIUM,,OUI,NON,H,COURT,KAUFFMANN,HIPPO,NON,OUI,DATE
NON,OUI,OUI,,MEDIUM,,OUI,OUI,F,COURT,LORIN,HIPPO,OUI,NON,DATE
OUI,NON,NON,,MEDIUM,,OUI,NON,F,COURT,ABRIVARD,HIPPO,NON,NON,DATE
NON,NON,NON,,MEDIUM,,OUI,NON,F,COURT,OUVRIE,HIPPO,NON,NON,DATE
NON,NON,NON,,MEDIUM,,OUI,NON,F,COURT,GELORMINI,HIPPO,NON,NON,DATE
NON,NON,NON,,MEDIUM,,OUI,NON,F,COURT,BARRIER,HIPPO,NON,OUI,DATE
NON,NON,NON,,MEDIUM,,OUI,NON,F,COURT,VERVA,HIPPO,OUI,NON,DATE
NON,OUI,OUI,,MEDIUM,,OUI,NON,H,COURT,RAFFIN,HIPPO,NON,NON,DATE
NON,OUI,NON,,MEDIUM,,OUI,NON,M,COURT,PITON,HIPPO,NON,NON,DATE
OUI,OUI,OUI,,MEDIUM,,OUI,NON,H,COURT,NIVARD,HIPPO,NON,NON,DATE
NON,OUI,OUI,,MEDIUM,,OUI,NON,H,COURT,ABRIVARD,HIPPO,OUI,OUI,DATE
OUI,OUI,OUI,,MEDIUM,,OUI,NON,H,COURT,VERVA,HIPPO,NON,NON,DATE
NON,NON,NON,,MEDIUM,,OUI,NON,H,COURT,DUDOUIT,HIPPO,OUI,OUI,DATE
OUI,NON,NON,,MEDIUM,,OUI,NON,H,COURT,CHALON,HIPPO,NON,NON,DATE
NON,NON,NON,,MEDIUM,,OUI,NON,H,COURT,NIVARD,HIPPO,NON,NON,DATE
NON,NON,NON,,MEDIUM,,OUI,NON,H,COURT,OUVRIE,HIPPO,NON,NON,DATE
OUI,NON,NON,,MEDIUM,,OUI,NON,H,COURT,DUVALDESTIN,HIPPO,NON,NON,DATE
NON,NON,NON,,MEDIUM,,OUI,NON,H,COURT,DERSOIR,HIPPO,NON,OUI,DATE
NON,NON,OUI,,MEDIUM,,OUI,NON,M,COURT,NIVARD,HIPPO,NON,NON,DATE
NON,NON,OUI,,MEDIUM,,OUI,NON,M,COURT,BAZIRE,HIPPO,NON,NON,DATE
OUI,NON,NON,,MEDIUM,,OUI,NON,F,COURT,VERVA,HIPPO,NON,NON,DATE
NON,NON,OUI,,MEDIUM,,OUI,NON,F,COURT,MOTTIER,HIPPO,OUI,NON,DATE
NON,OUI,OUI,,MEDIUM,,OUI,NON,F,COURT,POREE,HIPPO,OUI,NON,DATE
NON,OUI,OUI,,MEDIUM,,OUI,NON,H,COURT,LABOUTIQUE,HIPPO,NON,NON,DATE
NON,OUI,OUI,,VIEUX,,OUI,NON,F,COURT,LAIR,HIPPO,NON,OUI,DATE
NON,OUI,OUI,,MEDIUM,,OUI,OUI,F,COURT,CRESPEL,HIPPO,NON,NON,DATE
NON,OUI,OUI,,VIEUX,,OUI,OUI,H,COURT,RENAUDIN,HIPPO,NON,NON,DATE
OUI,NON,NON,,VIEUX,,OUI,NON,F,COURT,BIGEON,HIPPO,NON,OUI,DATE
NON,NON,OUI,,VIEUX,,OUI,NON,M,COURT,LOCQUENEUX,HIPPO,NON,NON,DATE
NON,NON,NON,,VIEUX,,OUI,NON,M,COURT,DREUX,HIPPO,NON,NON,DATE
NON,NON,OUI,,VIEUX,,OUI,NON,F,COURT,NIVARD,HIPPO,NON,NON,DATE
OUI,NON,NON,,VIEUX,,OUI,NON,M,COURT,BIGEON,HIPPO,OUI,NON,DATE
NON,OUI,NON,,VIEUX,,OUI,NON,M,COURT,HULSKATH,HIPPO,OUI,NON,DATE
OUI,OUI,OUI,,VIEUX,,OUI,NON,M,COURT,ABRIVARD,HIPPO,NON,NON,DATE
NON,OUI,OUI,,VIEUX,,OUI,NON,H,COURT,NIVARD,HIPPO,NON,OUI,DATE
OUI,OUI,NON,,VIEUX,,OUI,OUI,M,COURT,BRUNEAU,HIPPO,NON,NON,DATE
NON,OUI,OUI,,VIEUX,,OUI,OUI,F,COURT,ABRIVARD,HIPPO,NON,NON,DATE
NON,NON,OUI,,VIEUX,,OUI,OUI,H,LONG,RAFFIN,HIPPO,NON,NON,DATE
OUI,NON,OUI,,VIEUX,,OUI,OUI,H,LONG,ANNE,HIPPO,NON,NON,DATE
OUI,NON,NON,,VIEUX,,OUI,OUI,M,LONG,LENOIR,HIPPO,NON,NON,DATE
OUI,NON,OUI,,VIEUX,,OUI,OUI,H,LONG,LEVESQUE,HIPPO,NON,NON,DATE
OUI,NON,OUI,,VIEUX,,OUI,OUI,H,LONG,ABRIVARD,HIPPO,OUI,OUI,DATE
NON,NON,OUI,,VIEUX,,OUI,NON,H,COURT,LOCQUENEUX,HIPPO,NON,NON,DATE
OUI,NON,OUI,,VIEUX,,OUI,NON,H,COURT,ABRIVARD,HIPPO,NON,NON,DATE
OUI,NON,NON,,VIEUX,,OUI,NON,M,COURT,VAN EECKHAUTE,HIPPO,NON,NON,DATE
OUI,NON,OUI,,VIEUX,,OUI,NON,M,COURT,LEVESQUE,HIPPO,NON,NON,DATE
NON,NON,OUI,,VIEUX,,OUI,NON,M,COURT,JAMARD,HIPPO,OUI,OUI,DATE
OUI,NON,OUI,,MEDIUM,,OUI,NON,M,COURT,DUBOIS,HIPPO,NON,NON,DATE
OUI,NON,OUI,,MEDIUM,,OUI,NON,H,COURT,BAZIRE,HIPPO,NON,NON,DATE
OUI,NON,NON,,MEDIUM,,OUI,NON,M,COURT,MEGISSIER,HIPPO,NON,NON,DATE
OUI,NON,OUI,,MEDIUM,,OUI,NON,H,COURT,NIVARD,HIPPO,NON,NON,DATE
OUI,NON,NON,,MEDIUM,,OUI,NON,M,COURT,DAUGEARD,HIPPO,OUI,OUI,DATE
NON,NON,OUI,,MEDIUM,,OUI,NON,F,COURT,VAUGRANTE,HIPPO,NON,NON,DATE
NON,NON,OUI,,MEDIUM,,OUI,NON,H,COURT,CHEREAU,HIPPO,NON,NON,DATE
NON,NON,OUI,,MEDIUM,,OUI,NON,H,COURT,DAOUGABEL,HIPPO,NON,NON,DATE
NON,NON,OUI,,MEDIUM,,OUI,NON,F,COURT,RENARD,HIPPO,OUI,NON,DATE
NON,NON,OUI,,VIEUX,,OUI,NON,H,COURT,JUNOD,HIPPO,NON,OUI,DATE
OUI,NON,OUI,,MEDIUM,,OUI,NON,F,COURT,BAZIRE,HIPPO,NON,NON,DATE
NON,NON,OUI,,MEDIUM,,OUI,NON,F,COURT,DUBOIS,HIPPO,NON,NON,DATE
OUI,NON,OUI,,MEDIUM,,OUI,NON,F,COURT,PRAT,HIPPO,NON,NON,DATE
NON,NON,OUI,,MEDIUM,,OUI,NON,F,COURT,GUINOISEAU,HIPPO,NON,NON,DATE
OUI,NON,NON,,MEDIUM,,OUI,NON,F,COURT,DUBOIS,HIPPO,OUI,OUI,DATE
NON,NON,NON,,MEDIUM,,OUI,NON,F,COURT,DIEUDONNE,HIPPO,NON,NON,DATE
NON,NON,OUI,,MEDIUM,,OUI,NON,F,COURT,NIVARD,HIPPO,NON,NON,DATE
OUI,NON,NON,,MEDIUM,,OUI,NON,F,COURT,HUE,HIPPO,NON,NON,DATE
NON,NON,NON,,MEDIUM,,OUI,NON,F,COURT,BAZIRE,HIPPO,NON,NON,DATE
NON,NON,NON,,MEDIUM,,OUI,NON,F,COURT,BARRIER,HIPPO,OUI,OUI,DATE
NON,NON,OUI,,VIEUX,,OUI,NON,F,COURT,THOMAIN,HIPPO,NON,NON,DATE
OUI,NON,OUI,,VIEUX,,OUI,NON,H,COURT,LENOIR,HIPPO,NON,NON,DATE
OUI,NON,OUI,,MEDIUM,,OUI,NON,M,COURT,MARTENS,HIPPO,NON,OUI,DATE
NON,NON,OUI,,VIEUX,,OUI,NON,F,COURT,BARRIER,HIPPO,NON,NON,DATE
NON,NON,NON,,VIEUX,,OUI,NON,M,COURT,VERCRUYSSE,HIPPO,OUI,NON,DATE
OUI,NON,OUI,,MEDIUM,,OUI,NON,H,COURT,ABRIVARD,HIPPO,OUI,NON,DATE
OUI,NON,OUI,,MEDIUM,,OUI,NON,H,COURT,PERRIER,HIPPO,NON,NON,DATE
OUI,NON,OUI,,MEDIUM,,OUI,NON,H,COURT,DUVALDESTIN,HIPPO,NON,NON,DATE
NON,NON,OUI,,MEDIUM,,OUI,NON,H,COURT,VERCRUYSSE,HIPPO,NON,NON,DATE
OUI,NON,OUI,,MEDIUM,,OUI,NON,H,COURT,MOTTIER,HIPPO,NON,OUI,DATE
NON,NON,OUI,,VIEUX,,OUI,NON,H,LONG,VALLETTE,HIPPO,NON,OUI,DATE
NON,NON,OUI,,VIEUX,,OUI,NON,H,LONG,GARREAU,HIPPO,NON,NON,DATE
NON,NON,OUI,,VIEUX,,OUI,NON,H,LONG,POIRIER,HIPPO,NON,NON,DATE
OUI,NON,NON,,VIEUX,,OUI,NON,F,LONG,GOETZ,HIPPO,NON,NON,DATE
OUI,NON,OUI,,VIEUX,,OUI,NON,H,LONG,PITON,HIPPO,OUI,NON,DATE
NON,NON,NON,OUI,MEDIUM,NON,OUI,NON,H,LONG,LOCQUENEUX,HIPPO,NON,NON,DATE
NON,NON,OUI,OUI,MEDIUM,NON,OUI,NON,H,LONG,GELORMINI,HIPPO,NON,OUI,DATE
OUI,NON,NON,OUI,MEDIUM,NON,OUI,NON,M,LONG,CHAVATTE,HIPPO,NON,NON,DATE
NON,NON,NON,NON,VIEUX,NON,OUI,OUI,H,LONG,RAFFIN,HIPPO,NON,NON,DATE
OUI,NON,OUI,OUI,VIEUX,OUI,OUI,OUI,F,LONG,THOMAIN,HIPPO,OUI,NON,DATE
OUI,NON,NON,NON,MEDIUM,NON,OUI,NON,F,COURT,VERCRUYSSE,HIPPO,NON,NON,DATE
OUI,NON,OUI,OUI,MEDIUM,NON,OUI,NON,F,COURT,DANIELO,HIPPO,NON,NON,DATE
OUI,NON,OUI,OUI,MEDIUM,NON,OUI,NON,F,COURT,MOTTIER,HIPPO,NON,OUI,DATE
OUI,NON,OUI,OUI,MEDIUM,NON,OUI,NON,F,COURT,ANNE,HIPPO,NON,NON,DATE
NON,NON,OUI,OUI,MEDIUM,NON,OUI,NON,F,COURT,RAFFIN,HIPPO,OUI,NON,DATE
NON,NON,NON,OUI,JEUNE,NON,OUI,NON,F,COURT,DUBOIS,HIPPO,NON,NON,DATE
NON,NON,NON,OUI,JEUNE,NON,OUI,NON,F,COURT,GELORMINI,HIPPO,NON,NON,DATE
NON,NON,NON,NON,JEUNE,NON,OUI,NON,F,COURT,MOTTIER,HIPPO,NON,NON,DATE
OUI,NON,NON,NON,JEUNE,NON,OUI,NON,F,COURT,VAN EECKHAUTE,HIPPO,NON,NON,DATE
NON,NON,NON,OUI,JEUNE,NON,OUI,NON,F,COURT,GUINOISEAU,HIPPO,OUI,OUI,DATE
NON,NON,NON,,JEUNE,,OUI,NON,M,COURT,NIVARD,HIPPO,NON,NON,DATE
NON,NON,NON,,JEUNE,,OUI,NON,H,COURT,GELORMINI,HIPPO,NON,OUI,DATE
NON,NON,NON,,JEUNE,,OUI,NON,H,COURT,OUVRIE,HIPPO,NON,NON,DATE
OUI,NON,NON,,JEUNE,,OUI,NON,H,COURT,BARASSIN,HIPPO,NON,NON,DATE
OUI,NON,NON,,JEUNE,,OUI,NON,H,COURT,ANNE,HIPPO,OUI,NON,DATE
NON,NON,OUI,OUI,MEDIUM,NON,OUI,NON,H,COURT,SEGUIN,HIPPO,NON,NON,DATE
NON,NON,OUI,NON,MEDIUM,NON,NON,NON,H,COURT,RAFFIN,HIPPO,NON,NON,DATE
OUI,NON,OUI,OUI,MEDIUM,NON,NON,NON,M,COURT,LEVESQUE,HIPPO,NON,NON,DATE
NON,NON,OUI,OUI,MEDIUM,NON,NON,NON,M,COURT,BAZIRE,HIPPO,NON,NON,DATE
NON,NON,NON,NON,VIEUX,NON,NON,NON,H,COURT,LORIN,HIPPO,OUI,OUI,DATE
NON,NON,OUI,NON,MEDIUM,NON,NON,NON,F,COURT,MONACO,HIPPO,NON,OUI,DATE
NON,NON,OUI,NON,MEDIUM,NON,NON,NON,M,COURT,NIVARD,HIPPO,NON,NON,DATE
NON,NON,OUI,OUI,MEDIUM,NON,NON,NON,H,COURT,VERCRUYSSE,HIPPO,NON,OUI,DATE
NON,NON,OUI,OUI,MEDIUM,NON,NON,NON,F,COURT,LENOIR,HIPPO,NON,NON,DATE
OUI,NON,OUI,OUI,MEDIUM,NON,OUI,NON,M,COURT,ERNAULT,HIPPO,OUI,NON,DATE
NON,NON,NON,OUI,JEUNE,NON,NON,NON,H,COURT,NIVARD,HIPPO,NON,NON,DATE
OUI,NON,NON,OUI,JEUNE,OUI,OUI,NON,M,COURT,MATHIAS,HIPPO,NON,NON,DATE
NON,NON,NON,NON,JEUNE,NON,NON,NON,M,COURT,ABRIVARD,HIPPO,NON,NON,DATE
NON,NON,NON,OUI,JEUNE,NON,NON,NON,M,COURT,VERVA,HIPPO,NON,NON,DATE
OUI,NON,NON,OUI,JEUNE,NON,NON,NON,M,COURT,BAZIRE,HIPPO,OUI,OUI,DATE
NON,NON,OUI,NON,JEUNE,NON,NON,NON,M,COURT,VERCRUYSSE,HIPPO,NON,NON,DATE
NON,NON,OUI,OUI,JEUNE,NON,NON,NON,H,COURT,BARRIER,HIPPO,NON,OUI,DATE
NON,NON,OUI,NON,JEUNE,NON,NON,NON,H,COURT,LOCQUENEUX,HIPPO,NON,NON,DATE
OUI,NON,OUI,OUI,JEUNE,OUI,OUI,NON,H,COURT,NISKANEN,HIPPO,NON,NON,DATE
NON,NON,OUI,OUI,JEUNE,NON,NON,NON,H,COURT,LEBOURGEOIS,HIPPO,OUI,NON,DATE
OUI,NON,NON,OUI,MEDIUM,NON,NON,NON,F,COURT,TESSELAAR,HIPPO,NON,OUI,DATE
NON,NON,OUI,OUI,MEDIUM,NON,NON,NON,H,COURT,RAFFIN,HIPPO,NON,NON,DATE
NON,NON,OUI,NON,MEDIUM,NON,NON,NON,M,COURT,NIVARD,HIPPO,NON,OUI,DATE
OUI,NON,OUI,OUI,MEDIUM,OUI,NON,NON,M,COURT,ABRIVARD,HIPPO,NON,NON,DATE
OUI,NON,OUI,OUI,MEDIUM,NON,OUI,NON,M,COURT,ROGER,HIPPO,OUI,NON,DATE
OUI,OUI,OUI,,VIEUX,,OUI,NON,M,COURT,ERNAULT,HIPPO,NON,NON,DATE
NON,OUI,NON,,VIEUX,,OUI,NON,M,COURT,OUVRIE,HIPPO,NON,NON,DATE
OUI,OUI,OUI,,VIEUX,,OUI,NON,H,COURT,ABRIVARD,HIPPO,NON,NON,DATE
OUI,OUI,OUI,,VIEUX,,OUI,NON,H,COURT,JAFFRELOT,HIPPO,OUI,OUI,DATE
NON,OUI,OUI,,VIEUX,,OUI,NON,M,COURT,ROUSSEL,HIPPO,NON,NON,DATE
OUI,NON,NON,,VIEUX,,OUI,NON,M,COURT,SIONNEAU,HIPPO,NON,NON,DATE
NON,NON,OUI,,VIEUX,,OUI,NON,F,COURT,PITON,HIPPO,NON,NON,DATE
NON,NON,OUI,,VIEUX,,OUI,NON,M,COURT,ROBIN,HIPPO,NON,NON,DATE
OUI,NON,NON,,VIEUX,,OUI,NON,M,COURT,DUBOIS,HIPPO,NON,OUI,DATE
OUI,NON,NON,,VIEUX,,OUI,NON,M,COURT,BELLOCHE,HIPPO,OUI,NON,DATE
NON,NON,OUI,,VIEUX,,OUI,NON,M,LONG,PITON,HIPPO,NON,NON,DATE
OUI,NON,OUI,,VIEUX,,OUI,NON,H,LONG,RAYON,HIPPO,OUI,NON,DATE
NON,NON,NON,,VIEUX,,OUI,OUI,H,LONG,BAZIRE,HIPPO,NON,NON,DATE
NON,NON,NON,,VIEUX,,OUI,OUI,H,LONG,ABRIVARD,HIPPO,NON,OUI,DATE
OUI,NON,OUI,,VIEUX,,OUI,OUI,H,LONG,NIVARD,HIPPO,NON,NON,DATE
OUI,NON,OUI,,VIEUX,,OUI,NON,H,LONG,OUVRIE,HIPPO,NON,NON,DATE
OUI,NON,OUI,,VIEUX,,OUI,NON,H,LONG,BIGEON,HIPPO,NON,OUI,DATE
NON,NON,NON,,VIEUX,,OUI,NON,M,LONG,RAFFIN,HIPPO,OUI,NON,DATE
NON,NON,NON,,VIEUX,,OUI,NON,M,LONG,BAZIRE,HIPPO,NON,NON,DATE
OUI,NON,OUI,,VIEUX,,OUI,OUI,M,LONG,PITON,HIPPO,NON,NON,DATE
NON,NON,OUI,,VIEUX,,OUI,NON,M,COURT,RAFFIN,HIPPO,NON,NON,DATE
OUI,NON,NON,,VIEUX,,OUI,NON,M,COURT,DONIO,HIPPO,NON,NON,DATE
NON,NON,NON,,VIEUX,,OUI,NON,M,COURT,LOCQUENEUX,HIPPO,NON,OUI,DATE
NON,NON,OUI,,VIEUX,,OUI,NON,M,COURT,LE BELLER,HIPPO,NON,NON,DATE
NON,NON,OUI,,VIEUX,,OUI,NON,H,COURT,NIVARD,HIPPO,OUI,NON,DATE
NON,NON,NON,,VIEUX,,OUI,NON,H,COURT,GODARD,HIPPO,NON,NON,DATE
NON,NON,OUI,,VIEUX,,OUI,NON,H,COURT,LAMY,HIPPO,NON,NON,DATE
NON,NON,OUI,,VIEUX,,OUI,NON,H,COURT,HEMERY,HIPPO,NON,NON,DATE
NON,NON,OUI,,VIEUX,,OUI,NON,H,COURT,BOURGEAIS,HIPPO,OUI,OUI,DATE
NON,NON,OUI,,VIEUX,,OUI,NON,H,COURT,MONNIER,HIPPO,NON,NON,DATE
OUI,NON,OUI,,MEDIUM,,OUI,NON,F,COURT,HARDY,HIPPO,NON,OUI,DATE
NON,NON,OUI,,MEDIUM,,OUI,NON,F,COURT,PITON,HIPPO,NON,OUI,DATE
NON,NON,OUI,,MEDIUM,,OUI,NON,F,COURT,VERBEECK,HIPPO,NON,NON,DATE
OUI,NON,OUI,,MEDIUM,,OUI,NON,F,COURT,VANACKER,HIPPO,NON,NON,DATE
OUI,NON,NON,,MEDIUM,,OUI,NON,F,COURT,DELACOUR,HIPPO,OUI,NON,DATE
NON,NON,OUI,,MEDIUM,,OUI,NON,F,COURT,DUBOIS,HIPPO,NON,NON,DATE
OUI,NON,NON,,MEDIUM,,OUI,NON,F,COURT,ROBINEAU,HIPPO,NON,OUI,DATE
NON,NON,NON,,MEDIUM,,OUI,NON,F,COURT,HEON,HIPPO,NON,NON,DATE
NON,NON,OUI,,MEDIUM,,OUI,NON,F,COURT,ABRIVARD,HIPPO,NON,NON,DATE
NON,NON,NON,,MEDIUM,,OUI,NON,F,COURT,ABRIVARD,HIPPO,OUI,NON,DATE
OUI,NON,OUI,,VIEUX,,OUI,NON,M,COURT,MARTENS,HIPPO,NON,NON,DATE
OUI,NON,OUI,,VIEUX,,OUI,NON,F,COURT,ABRIVARD,HIPPO,NON,OUI,DATE
NON,NON,OUI,,VIEUX,,OUI,NON,M,COURT,LEVESQUE,HIPPO,NON,NON,DATE
NON,NON,OUI,,VIEUX,,OUI,NON,M,COURT,LOCQUENEUX,HIPPO,NON,NON,DATE
OUI,NON,NON,,VIEUX,,OUI,NON,M,COURT,CORDEAU,HIPPO,OUI,NON,DATE
OUI,NON,OUI,,MEDIUM,,OUI,NON,H,COURT,LENOIR,HIPPO,OUI,OUI,DATE
OUI,NON,NON,,MEDIUM,,OUI,NON,M,COURT,LARUE,HIPPO,NON,NON,DATE
OUI,NON,OUI,,MEDIUM,,OUI,NON,M,COURT,BARRE,HIPPO,NON,NON,DATE
NON,NON,NON,,MEDIUM,,OUI,NON,H,COURT,LOCQUENEUX,HIPPO,NON,NON,DATE
NON,NON,NON,,MEDIUM,,OUI,NON,H,COURT,VERBEECK,HIPPO,NON,NON,DATE
NON,NON,OUI,,VIEUX,,OUI,NON,H,LONG,CAMPAIN,HIPPO,NON,NON,DATE
OUI,NON,NON,,VIEUX,,OUI,NON,H,LONG,VAN CRAEIJNEST,HIPPO,NON,NON,DATE
NON,NON,OUI,,VIEUX,,OUI,NON,F,LONG,BATY,HIPPO,NON,NON,DATE
NON,NON,OUI,,VIEUX,,OUI,NON,H,LONG,POIRIER,HIPPO,OUI,NON,DATE
OUI,NON,NON,,VIEUX,,OUI,OUI,H,LONG,DESMARRES,HIPPO,NON,OUI,DATE
OUI,NON,OUI,,MEDIUM,,OUI,NON,H,LONG,SIONNEAU,HIPPO,NON,NON,DATE
OUI,NON,OUI,,VIEUX,,OUI,NON,H,LONG,VERVA,HIPPO,NON,NON,DATE
NON,NON,NON,,VIEUX,,OUI,OUI,F,LONG,WIELS,HIPPO,NON,OUI,DATE
NON,NON,OUI,,VIEUX,,OUI,OUI,H,LONG,MOTTIER,HIPPO,NON,OUI,DATE
NON,NON,OUI,,VIEUX,,OUI,OUI,F,LONG,BARRIER,HIPPO,OUI,NON,DATE
NON,NON,OUI,,MEDIUM,,OUI,NON,F,COURT,BARRIER,HIPPO,NON,OUI,DATE
NON,NON,OUI,,MEDIUM,,OUI,NON,F,COURT,VIET,HIPPO,NON,NON,DATE
NON,NON,OUI,,MEDIUM,,OUI,NON,F,COURT,OUVRIE,HIPPO,NON,NON,DATE
NON,NON,OUI,,MEDIUM,,OUI,NON,F,COURT,VERBEECK,HIPPO,NON,NON,DATE
OUI,NON,NON,,MEDIUM,,OUI,NON,F,COURT,ABRIVARD,HIPPO,OUI,NON,DATE
NON,NON,NON,,MEDIUM,,OUI,NON,F,COURT,BAZIRE,HIPPO,NON,OUI,DATE
NON,NON,NON,,MEDIUM,,OUI,NON,F,COURT,NIVARD,HIPPO,OUI,NON,DATE
NON,NON,NON,,MEDIUM,,OUI,NON,F,COURT,DERSOIR,HIPPO,NON,NON,DATE
OUI,NON,NON,,MEDIUM,,OUI,NON,F,COURT,MOTTIER,HIPPO,NON,NON,DATE
OUI,NON,NON,,MEDIUM,,OUI,NON,F,COURT,DEFFAUX,HIPPO,NON,NON,DATE
NON,NON,OUI,,MEDIUM,,OUI,NON,F,LONG,NIVARD,HIPPO,NON,OUI,DATE
OUI,NON,OUI,,MEDIUM,,OUI,NON,F,LONG,DREUX,HIPPO,NON,NON,DATE
NON,NON,OUI,,MEDIUM,,OUI,NON,F,LONG,BARRIER,HIPPO,NON,NON,DATE
OUI,NON,OUI,,MEDIUM,,OUI,OUI,F,LONG,HARDY,HIPPO,NON,NON,DATE
NON,NON,NON,,MEDIUM,,OUI,OUI,F,LONG,VERBEECK,HIPPO,OUI,NON,DATE
OUI,NON,NON,,JEUNE,,OUI,NON,H,COURT,ANNE,HIPPO,NON,NON,DATE
OUI,NON,NON,,JEUNE,,OUI,NON,M,COURT,BRUNEAU,HIPPO,NON,NON,DATE
NON,NON,NON,,JEUNE,,OUI,NON,H,COURT,OUVRIE,HIPPO,NON,NON,DATE
NON,NON,NON,,JEUNE,,OUI,NON,M,COURT,VERBEECK,HIPPO,NON,OUI,DATE
NON,NON,NON,,JEUNE,,OUI,NON,M,COURT,RAFFIN,HIPPO,OUI,NON,DATE
NON,NON,OUI,,MEDIUM,,OUI,NON,F,COURT,BARRIER,HIPPO,NON,NON,DATE
NON,NON,NON,,MEDIUM,,OUI,NON,F,COURT,VERCRUYSSE,HIPPO,NON,NON,DATE
OUI,NON,OUI,,MEDIUM,,OUI,NON,F,COURT,ROGER,HIPPO,NON,NON,DATE
NON,NON,NON,,MEDIUM,,OUI,NON,F,COURT,OUVRIE,HIPPO,NON,OUI,DATE
NON,NON,OUI,,MEDIUM,,OUI,NON,F,COURT,NIVARD,HIPPO,OUI,NON,DATE
OUI,NON,OUI,,VIEUX,,OUI,NON,F,LONG,TERNISIEN,HIPPO,OUI,OUI,DATE
OUI,NON,OUI,,VIEUX,,OUI,OUI,F,LONG,VERCRUYSSE,HIPPO,NON,NON,DATE
NON,NON,OUI,,VIEUX,,OUI,OUI,F,LONG,NIVARD,HIPPO,NON,NON,DATE
NON,NON,OUI,,VIEUX,,OUI,OUI,F,LONG,BAZIRE,HIPPO,NON,NON,DATE
NON,NON,OUI,,VIEUX,,OUI,OUI,F,LONG,OUVRIE,HIPPO,NON,NON,DATE
OUI,NON,OUI,,MEDIUM,,OUI,NON,F,COURT,MOINON,HIPPO,OUI,NON,DATE
NON,NON,NON,,MEDIUM,,OUI,NON,F,COURT,LENOIR,HIPPO,NON,NON,DATE
OUI,NON,NON,,MEDIUM,,OUI,NON,F,COURT,BRUNEAU,HIPPO,NON,OUI,DATE
OUI,NON,OUI,,MEDIUM,,OUI,NON,F,COURT,DUVALDESTIN,HIPPO,NON,NON,DATE
NON,NON,OUI,,MEDIUM,,OUI,NON,F,COURT,VERVA,HIPPO,NON,NON,DATE
OUI,NON,OUI,,MEDIUM,,OUI,NON,F,LONG,KOUBICHE,HIPPO,NON,NON,DATE
NON,NON,OUI,,MEDIUM,,OUI,NON,F,LONG,RAFFIN,HIPPO,NON,NON,DATE
NON,NON,NON,,MEDIUM,,OUI,OUI,F,LONG,MASSEGUIN,HIPPO,NON,NON,DATE
OUI,NON,NON,,MEDIUM,,OUI,OUI,F,LONG,POISSON,HIPPO,NON,OUI,DATE
OUI,NON,OUI,,MEDIUM,,OUI,OUI,F,LONG,DANET,HIPPO,OUI,NON,DATE
NON,NON,NON,,MEDIUM,,OUI,NON,M,COURT,OUVRIE,HIPPO,NON,OUI,DATE
NON,NON,NON,,MEDIUM,,OUI,NON,H,COURT,MARTENS,HIPPO,NON,NON,DATE
OUI,NON,NON,,MEDIUM,,OUI,NON,H,COURT,DUVALDESTIN,HIPPO,NON,NON,DATE
NON,NON,NON,,MEDIUM,,OUI,NON,H,COURT,RAFFIN,HIPPO,NON,NON,DATE
OUI,NON,NON,,MEDIUM,,OUI,NON,M,COURT,ANNE,HIPPO,OUI,NON,DATE
NON,NON,NON,,JEUNE,,OUI,NON,F,COURT,LARUE,HIPPO,NON,NON,DATE
OUI,NON,NON,,JEUNE,,OUI,NON,F,COURT,GARANDEAU,HIPPO,NON,NON,DATE
NON,NON,NON,,JEUNE,,OUI,NON,F,COURT,DUBOIS,HIPPO,NON,OUI,DATE
NON,NON,NON,,JEUNE,,OUI,NON,F,COURT,LENOIR,HIPPO,NON,NON,DATE
NON,NON,NON,,JEUNE,,OUI,NON,F,COURT,VERBEECK,HIPPO,OUI,NON,DATE
OUI,NON,NON,NON,JEUNE,NON,OUI,NON,H,COURT,HUE,HIPPO,NON,OUI,DATE
OUI,NON,NON,OUI,JEUNE,NON,OUI,NON,H,COURT,DUVALDESTIN,HIPPO,NON,NON,DATE
OUI,NON,NON,,JEUNE,,OUI,NON,M,COURT,DUVALDESTIN,HIPPO,NON,NON,DATE
NON,NON,NON,OUI,JEUNE,OUI,OUI,NON,M,COURT,LEVOY,HIPPO,NON,NON,DATE
OUI,NON,NON,NON,JEUNE,NON,OUI,NON,H,COURT,CHALON,HIPPO,OUI,NON,DATE
NON,NON,NON,OUI,JEUNE,NON,OUI,NON,M,LONG,VERCRUYSSE,HIPPO,NON,NON,DATE
NON,NON,NON,OUI,JEUNE,NON,OUI,NON,M,LONG,OUVRIE,HIPPO,NON,NON,DATE
NON,NON,NON,OUI,JEUNE,NON,OUI,NON,F,LONG,ABRIVARD,HIPPO,NON,NON,DATE
OUI,NON,NON,NON,JEUNE,NON,OUI,NON,H,LONG,DESMOTTES,HIPPO,NON,OUI,DATE
NON,NON,NON,NON,JEUNE,NON,OUI,OUI,H,LONG,BONNE,HIPPO,OUI,NON,DATE
